Category	Bytes	MiB	AssetPath
KEEP_REFERENCED	342341	0.326	Assets/Naganeupseong/Resource/Textures/Door/T_Door02i_BC.png
KEEP_REFERENCED	330877	0.316	Assets/Naganeupseong/Resource/Textures/Door/T_Door01c_AO.png
KEEP_REFERENCED	330485	0.315	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Gaia Pro Sample/Gaia Pro Sample-Medium Farms.asset
KEEP_REFERENCED	328570	0.313	Assets/Naganeupseong/Resource/Textures/Prop/T_Jar01a_AO.png
KEEP_REFERENCED	326971	0.312	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/PW_General_ShaderGraph_URP.shadergraph
KEEP_REFERENCED	323639	0.309	Assets/Naganeupseong/Resource/Textures/Window/T_Window01i_R.png
KEEP_REFERENCED	321422	0.307	Assets/Naganeupseong/Resource/Textures/Door/T_Door01d_02_AO.png
KEEP_REFERENCED	319421	0.305	Assets/Naganeupseong/Resource/Textures/Pillar/T_Pillar01e_BC.png
KEEP_REFERENCED	317572	0.303	Assets/Naganeupseong/Resource/Textures/Door/T_Door01g_AO.png
KEEP_REFERENCED	315292	0.301	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Towns/Medium Farms Spawner.asset
KEEP_REFERENCED	314925	0.300	Assets/Naganeupseong/Resource/Textures/Door/T_Door01d_01_R.png
KEEP_REFERENCED	314834	0.300	Assets/Naganeupseong/Prefabs/Build/House_By_The_West_Gate_01.prefab
KEEP_REFERENCED	313568	0.299	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/VariationMap_Sampled.exr
KEEP_REFERENCED	312566	0.298	Assets/Naganeupseong/Resource/Textures/Prop/T_Basin01a_BC.png
KEEP_REFERENCED	311810	0.297	Assets/Naganeupseong/Resource/Textures/Prop/T_Water_Jar_BC.png
KEEP_REFERENCED	303056	0.289	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01i_02.fbx
KEEP_REFERENCED	293009	0.279	Assets/Naganeupseong/Resource/Textures/Door/T_Door01d_01_AO.png
KEEP_REFERENCED	291360	0.278	Assets/Naganeupseong/Resource/Meshes/Ground/SM_Ground02a.fbx
KEEP_REFERENCED	290352	0.277	Assets/Naganeupseong/Resource/Meshes/Roof/SM_Roof01a.fbx
KEEP_REFERENCED	273601	0.261	Assets/Naganeupseong/Resource/Textures/Door/T_Door01i_R.png
KEEP_REFERENCED	261278	0.249	Assets/Naganeupseong/Resource/Textures/Door/T_Door01a_AO.png
KEEP_REFERENCED	256378	0.245	Assets/Naganeupseong/Resource/Textures/Door/T_Door01h_02_AO.png
KEEP_REFERENCED	249728	0.238	Assets/Naganeupseong/Resource/Meshes/Roof/SM_Roof03a.fbx
KEEP_REFERENCED	249686	0.238	Assets/Naganeupseong/Resource/Textures/Window/T_Window01h_AO.png
KEEP_REFERENCED	246336	0.235	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall01c.fbx
KEEP_REFERENCED	242900	0.232	Assets/Naganeupseong/Resource/Textures/Door/T_Door01h_01_R.png
KEEP_REFERENCED	242784	0.232	Assets/Naganeupseong/Resource/Meshes/Roof/SM_Roof04a.fbx
KEEP_REFERENCED	234336	0.223	Assets/Naganeupseong/Resource/Meshes/Roof/SM_Roof06a.fbx
KEEP_REFERENCED	232570	0.222	Assets/Naganeupseong/Resource/Textures/Floor/T_Floor01d_AO.png
KEEP_REFERENCED	232527	0.222	Assets/Naganeupseong/Resource/Textures/Door/T_Door01h_01_AO.png
KEEP_REFERENCED	227970	0.217	Assets/Naganeupseong/Resource/Textures/Pillar/T_Pillar01a_AO.png
KEEP_REFERENCED	227616	0.217	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Bld_House_01_Synty.fbx
KEEP_REFERENCED	218377	0.208	Assets/Naganeupseong/Prefabs/Build/House_With_Calling_Windows_02.prefab
KEEP_REFERENCED	216578	0.207	Assets/Naganeupseong/Resource/Textures/Door/T_Door01g_R.png
KEEP_REFERENCED	212013	0.202	Assets/Naganeupseong/Prefabs/Build/Wooden_Bench_House_01.prefab
KEEP_REFERENCED	211811	0.202	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Biome/Spawners/Synty Detail Spawner.asset
KEEP_REFERENCED	211750	0.202	Assets/Naganeupseong/Resource/Textures/Prop/T_Wood_Burning_Stove01b_AO.png
KEEP_REFERENCED	207963	0.198	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_Cover.shadersubgraph
KEEP_REFERENCED	198998	0.190	Assets/Naganeupseong/Resource/Textures/Pillar/T_Pillar01e_R.png
KEEP_REFERENCED	194800	0.186	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door02i.fbx
KEEP_REFERENCED	194669	0.186	Assets/Naganeupseong/Resource/Textures/Wall/T_Wall01c_02_A.png
KEEP_REFERENCED	188584	0.180	Assets/Naganeupseong/Prefabs/Build/Bamboo_Rafter_House_01.prefab
KEEP_REFERENCED	188469	0.180	Assets/Naganeupseong/Resource/Textures/Prop/T_Basin01a_R.png
KEEP_REFERENCED	185728	0.177	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall07b.fbx
KEEP_REFERENCED	182496	0.174	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall02b.fbx
KEEP_REFERENCED	182074	0.174	Assets/Naganeupseong/Resource/Textures/Prop/T_Jar01b_AO.png
KEEP_REFERENCED	179936	0.172	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall01b.fbx
KEEP_REFERENCED	179360	0.171	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall08b.fbx
KEEP_REFERENCED	172371	0.164	Assets/Naganeupseong/Resource/Textures/Chimney/T_Chimney01a_AO.png
KEEP_REFERENCED	171060	0.163	Assets/Naganeupseong/Resource/Textures/Door/T_Door01h_02_R.png
KEEP_REFERENCED	169808	0.162	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall06b.fbx
KEEP_REFERENCED	169424	0.162	Assets/Naganeupseong/Resource/Meshes/Window/SM_Window01i.fbx
KEEP_REFERENCED	168719	0.161	Assets/Naganeupseong/Resource/Textures/Floor/T_Floor01a_N.png
KEEP_REFERENCED	158864	0.152	Assets/Naganeupseong/Resource/Meshes/Ground/SM_Ground03a.fbx
KEEP_REFERENCED	158653	0.151	Assets/Naganeupseong/Resource/Textures/Pillar/T_Pillar02a_AO.png
KEEP_REFERENCED	158464	0.151	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01c.fbx
KEEP_REFERENCED	154324	0.147	Assets/Naganeupseong/Shaders/PBR_Roof.shader
KEEP_REFERENCED	154320	0.147	Assets/Naganeupseong/Shaders/PBR_Shaders.shader
KEEP_REFERENCED	152752	0.146	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_MainOptions.shadersubgraph
KEEP_REFERENCED	150831	0.144	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Gaia Pro Sample/Gaia Pro Sample-Large Farms.asset
KEEP_REFERENCED	150320	0.143	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01e.fbx
KEEP_REFERENCED	147143	0.140	Assets/Naganeupseong/Resource/Textures/Prop/T_Water_Jar_R.png
KEEP_REFERENCED	144844	0.138	Assets/Naganeupseong/Resource/Textures/Prop/T_Jar01c_R.png
KEEP_REFERENCED	144752	0.138	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01g.fbx
KEEP_REFERENCED	144662	0.138	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Towns/Large Village Spawner.asset
KEEP_REFERENCED	142409	0.136	Assets/Naganeupseong/Resource/Textures/Door/T_Door01i_MT.png
KEEP_REFERENCED	132507	0.126	Assets/Naganeupseong/Resource/Textures/Roof/T_Roof01a_01_A.png
KEEP_REFERENCED	119218	0.114	Assets/Naganeupseong/Resource/Textures/Stair/T_Stone_Steps01a_N.png
KEEP_REFERENCED	118972	0.113	Assets/Naganeupseong/Resource/Textures/Stair/T_Stair01a_R.png
KEEP_REFERENCED	117651	0.112	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/PW_Tree_Spruce_05/PW_Tree_Ending_M.png
KEEP_REFERENCED	115760	0.110	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01a.fbx
KEEP_REFERENCED	114400	0.109	Assets/Naganeupseong/Resource/Meshes/Closet/SM_Closet01a.fbx
KEEP_REFERENCED	112269	0.107	Assets/Naganeupseong/Resource/Textures/Door/T_Door01a_MT.png
KEEP_REFERENCED	111840	0.107	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01f_02.fbx
KEEP_REFERENCED	111336	0.106	Assets/Naganeupseong/Prefabs/Build/House_By_The_West_Gate_03.prefab
KEEP_REFERENCED	110074	0.105	Assets/Naganeupseong/Resource/Textures/Stair/T_Stone_Steps01a_BC.png
KEEP_REFERENCED	110031	0.105	Assets/Naganeupseong/Resource/Textures/Floor/T_Floor01a_AO.png
KEEP_REFERENCED	109708	0.105	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall03b.fbx
KEEP_REFERENCED	106320	0.101	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01b_02.fbx
KEEP_REFERENCED	106199	0.101	Assets/Naganeupseong/Resource/Textures/Door/T_Door02i_AO.png
KEEP_REFERENCED	104592	0.100	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01d_02.fbx
KEEP_REFERENCED	103083	0.098	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Biome/Spawners/Synty Tree Spawner.asset
KEEP_REFERENCED	100728	0.096	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Multi Terrain System/TerrainLoaderManager.cs
KEEP_REFERENCED	100640	0.096	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01h_02.fbx
KEEP_REFERENCED	99663	0.095	Assets/Naganeupseong/Prefabs/Build/Smithy.prefab
KEEP_REFERENCED	98468	0.094	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/PW_Tree_Spruce_05/PW_Tree_Ending_N.png
KEEP_REFERENCED	97648	0.093	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Jar01c.fbx
KEEP_REFERENCED	92142	0.088	Assets/Meshs/Hwando_4.mesh
KEEP_REFERENCED	91232	0.087	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Jar01b.fbx
KEEP_REFERENCED	91184	0.087	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Jar01a.fbx
KEEP_REFERENCED	89816	0.086	Assets/Naganeupseong/Resource/Textures/Door/T_Door01g_M.png
KEEP_REFERENCED	88003	0.084	Assets/Naganeupseong/Resource/Textures/Window/T_Window01f_MT.png
KEEP_REFERENCED	87343	0.083	Assets/Naganeupseong/Resource/Textures/Closet/T_Closet01a_AO.png
KEEP_REFERENCED	87024	0.083	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Basin01a.fbx
KEEP_REFERENCED	86539	0.083	Assets/Naganeupseong/Resource/Textures/Stair/T_Stair01a_AO.png
KEEP_REFERENCED	84240	0.080	Assets/Naganeupseong/Resource/Meshes/Prop/Exterior/SM_Low_Wooden_Bench.fbx
KEEP_REFERENCED	82928	0.079	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01f_01.fbx
KEEP_REFERENCED	82730	0.079	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/TerrainTextures/POLYGON_Ground_Normal.png
KEEP_REFERENCED	80231	0.077	Assets/Naganeupseong/Resource/Textures/Prop/T_Water_Jar_AO.png
KEEP_REFERENCED	79309	0.076	Assets/Textures/Player/T_Soldiers_02_M.png
KEEP_REFERENCED	76624	0.073	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01b_01.fbx
KEEP_REFERENCED	76016	0.072	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01i_01.fbx
KEEP_REFERENCED	75666	0.072	Assets/Naganeupseong/Resource/Textures/Window/T_Window01i_MT.png
KEEP_REFERENCED	75296	0.072	Assets/Naganeupseong/Resource/Meshes/Window/SM_Window01f.fbx
KEEP_REFERENCED	74521	0.071	Assets/Naganeupseong/Resource/Textures/Door/T_Door01d_02_MT.png
KEEP_REFERENCED	72272	0.069	Assets/Naganeupseong/Resource/Meshes/Window/SM_Window01d.fbx
KEEP_REFERENCED	71952	0.069	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01h_01.fbx
KEEP_REFERENCED	71200	0.068	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01d_01.fbx
KEEP_REFERENCED	70272	0.067	Assets/Naganeupseong/Resource/Meshes/Window/SM_Window01h.fbx
KEEP_REFERENCED	68609	0.065	Assets/Naganeupseong/Resource/Textures/Door/T_Door01c_MT.png
KEEP_REFERENCED	65042	0.062	Assets/Naganeupseong/Resource/Textures/Door/T_Door01f_01_MT.png
KEEP_REFERENCED	64664	0.062	Assets/Naganeupseong/Resource/Textures/Prop/T_Jar01c_AO.png
KEEP_REFERENCED	64631	0.062	Assets/Naganeupseong/Resource/Textures/Window/T_Window01h_MT.png
KEEP_REFERENCED	64014	0.061	Assets/Naganeupseong/Resource/Textures/Door/T_Door01f_02_MT.png
KEEP_REFERENCED	63896	0.061	Assets/Naganeupseong/Prefabs/Build/Local_Personnel_Clerks_House_04.prefab
KEEP_REFERENCED	62519	0.060	Assets/Naganeupseong/Resource/Textures/Window/T_Window01d_MT.png
KEEP_REFERENCED	61925	0.059	Assets/Naganeupseong/Resource/Textures/Door/T_Door01e_MT.png
KEEP_REFERENCED	60994	0.058	Assets/Naganeupseong/Resource/Textures/Pillar/T_Pillar01e_AO.png
KEEP_REFERENCED	60256	0.057	Assets/Naganeupseong/Resource/Meshes/Chimney/SM_Chimney01a.fbx
KEEP_REFERENCED	59797	0.057	Assets/Animations/PlayerAnimator.controller
KEEP_REFERENCED	58289	0.056	Assets/Scenes/mainscene.unity
KEEP_REFERENCED	58215	0.056	Assets/Naganeupseong/Resource/Textures/Door/T_Door01h_02_MT.png
KEEP_REFERENCED	53696	0.051	Assets/Naganeupseong/Resource/Meshes/Window/SM_Window02a.fbx
KEEP_REFERENCED	53232	0.051	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Tree_02_Synty.fbx
KEEP_REFERENCED	52255	0.050	Assets/Naganeupseong/Resource/Textures/Door/T_Door01d_01_MT.png
KEEP_REFERENCED	52128	0.050	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Bld_Village_01_Synty.fbx
KEEP_REFERENCED	50331	0.048	Assets/Naganeupseong/Prefabs/Build/Ox_Mill.prefab
KEEP_REFERENCED	49916	0.048	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_AddLighting.shadersubgraph
KEEP_REFERENCED	49217	0.047	Assets/Naganeupseong/Resource/Textures/Door/T_Door01b_01_MT.png
KEEP_REFERENCED	46944	0.045	Assets/Naganeupseong/Resource/Meshes/Window/SM_Window01b.fbx
KEEP_REFERENCED	44264	0.042	Assets/Naganeupseong/Resource/Textures/Door/T_Door01b_02_MT.png
KEEP_REFERENCED	42870	0.041	Assets/Naganeupseong/Resource/Textures/Prop/T_Wood_Burning_Stove03b_AO.png
KEEP_REFERENCED	41985	0.040	Assets/Naganeupseong/Resource/Textures/Door/T_Door01h_01_MT.png
KEEP_REFERENCED	40272	0.038	Assets/Naganeupseong/Resource/Meshes/Pillar/SM_Pillar01e.fbx
KEEP_REFERENCED	40272	0.038	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Flower_01_Synty.fbx
KEEP_REFERENCED	40208	0.038	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall21a.fbx
KEEP_REFERENCED	39344	0.038	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Tree_01_Synty.fbx
KEEP_REFERENCED	39335	0.038	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Gaia Pro Sample/Gaia Pro Sample-Texture.asset
KEEP_REFERENCED	38304	0.037	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor01d.fbx
KEEP_REFERENCED	37904	0.036	Assets/TemplesKor/Meshes/SM_Sun_Pal_Stone_B.fbx
KEEP_REFERENCED	37681	0.036	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/PW_DitherFade.shadersubgraph
KEEP_REFERENCED	37524	0.036	Assets/Naganeupseong/Resource/Textures/Stair/T_Stone_Steps01a_R.png
KEEP_REFERENCED	37264	0.036	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall20a.fbx
KEEP_REFERENCED	35680	0.034	Assets/Naganeupseong/Resource/Meshes/Pillar/SM_Pillar02a.fbx
KEEP_REFERENCED	35552	0.034	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor01c.fbx
KEEP_REFERENCED	35472	0.034	Assets/Naganeupseong/Resource/Meshes/Pillar/SM_Pillar01a.fbx
KEEP_REFERENCED	35073	0.033	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Gaia Pro Sample/Gaia Pro Sample-Rock.asset
KEEP_REFERENCED	35024	0.033	Assets/TemplesKor/Meshes/SM_Sun_Bul_Stone_I.fbx
KEEP_REFERENCED	35024	0.033	Assets/TemplesKor/Meshes/SM_Sun_Bul_Stone_D.fbx
KEEP_REFERENCED	34944	0.033	Assets/TemplesKor/Meshes/SM_Sun_Bul_Stone_H.fbx
KEEP_REFERENCED	34640	0.033	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall17a.fbx
KEEP_REFERENCED	34240	0.033	Assets/InputActions/InputActions.inputactions
KEEP_REFERENCED	34030	0.032	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_UnPackNormalStrength.shadersubgraph
KEEP_REFERENCED	33888	0.032	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall18a.fbx
KEEP_REFERENCED	33845	0.032	Assets/JoseonSoul/FirstVillageTempleGraybox/T_MountainRock.asset
KEEP_REFERENCED	33844	0.032	Assets/JoseonSoul/FirstVillageTempleGraybox/T_ForestGrass.asset
KEEP_REFERENCED	33844	0.032	Assets/JoseonSoul/FirstVillageTempleGraybox/T_ForestEarth.asset
KEEP_REFERENCED	33712	0.032	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall23a.fbx
KEEP_REFERENCED	33676	0.032	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/Terrain Details/PW_WildGrass_General_Lod1 Sample.fbx
KEEP_REFERENCED	33472	0.032	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall13a.fbx
KEEP_REFERENCED	33325	0.032	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Biome/Spawners/Synty Texture Spawner.asset
KEEP_REFERENCED	32944	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall08a.fbx
KEEP_REFERENCED	32864	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall12a.fbx
KEEP_REFERENCED	32864	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall15a.fbx
KEEP_REFERENCED	32816	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall06a.fbx
KEEP_REFERENCED	32736	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall09a.fbx
KEEP_REFERENCED	32448	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall07a.fbx
KEEP_REFERENCED	32368	0.031	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor01b.fbx
KEEP_REFERENCED	32224	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall03a.fbx
KEEP_REFERENCED	32224	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall16a.fbx
KEEP_REFERENCED	32176	0.031	Assets/Naganeupseong/Resource/Meshes/Ground/SM_Ground01a.fbx
KEEP_REFERENCED	32166	0.031	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Gaia Pro Sample/Gaia Pro Sample-Tree.asset
KEEP_REFERENCED	32016	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall02a.fbx
KEEP_REFERENCED	31984	0.031	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall19a.fbx
KEEP_REFERENCED	31968	0.030	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall05a.fbx
KEEP_REFERENCED	31216	0.030	Assets/Naganeupseong/Resource/Meshes/Stair/SM_Stone_Steps01a.fbx
KEEP_REFERENCED	30911	0.029	Assets/Procedural Worlds/Packages - Install/Gaia/Editor Resources/Session Icon.png
KEEP_REFERENCED	30816	0.029	Assets/Naganeupseong/Resource/Meshes/Pillar/SM_Pillar03b.fbx
KEEP_REFERENCED	30160	0.029	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor02b.fbx
KEEP_REFERENCED	29361	0.028	Assets/Naganeupseong/Prefabs/Build/L_Shaped_House_02.prefab
KEEP_REFERENCED	29325	0.028	Assets/Procedural Worlds/Packages - Install/Gaia/Settings/Default Terrain Generator Settings.asset
KEEP_REFERENCED	29039	0.028	Assets/Procedural Worlds/Packages - Install/Controller Support/Scripts/GRC_ControllerSupport.cs
KEEP_REFERENCED	29024	0.028	Assets/Naganeupseong/Resource/Meshes/Stair/SM_Stair01a.fbx
KEEP_REFERENCED	28816	0.027	Assets/Naganeupseong/Resource/Meshes/Pillar/SM_Pillar02b.fbx
KEEP_REFERENCED	28736	0.027	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01i_03.fbx
KEEP_REFERENCED	28688	0.027	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall01a.fbx
KEEP_REFERENCED	28656	0.027	Assets/Naganeupseong/Resource/Meshes/Wall/SM_Wall04a.fbx
KEEP_REFERENCED	28544	0.027	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor04a.fbx
KEEP_REFERENCED	28452	0.027	Assets/Naganeupseong/Resource/Textures/Closet/T_Closet01a_MT.png
KEEP_REFERENCED	28448	0.027	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor02a.fbx
KEEP_REFERENCED	28336	0.027	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor06a.fbx
KEEP_REFERENCED	28256	0.027	Assets/TemplesKor/Meshes/SM_Sun_Bul_Stone_J.fbx
KEEP_REFERENCED	28240	0.027	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor01a.fbx
KEEP_REFERENCED	28160	0.027	Assets/Naganeupseong/Resource/Meshes/Pillar/SM_Pillar01b.fbx
KEEP_REFERENCED	28048	0.027	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor05a.fbx
KEEP_REFERENCED	27952	0.027	Assets/Naganeupseong/Resource/Meshes/Floor/SM_Floor03a.fbx
KEEP_REFERENCED	27280	0.026	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Rock_01_Synty.fbx
KEEP_REFERENCED	27264	0.026	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Rocks_01_Synty.fbx
KEEP_REFERENCED	27200	0.026	Assets/Naganeupseong/Resource/Meshes/Door/SM_Door01j.fbx
KEEP_REFERENCED	27152	0.026	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Fence_01_Synty.fbx
KEEP_REFERENCED	26336	0.025	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Grass_01_Synty.fbx
KEEP_REFERENCED	26316	0.025	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/Terrain Details/PW_LawnGrass_CloverFlower Sample.fbx
KEEP_REFERENCED	26012	0.025	Assets/Settings/UniversalRenderPipelineGlobalSettings.asset
KEEP_REFERENCED	25643	0.024	Assets/Naganeupseong/Prefabs/Prop/Jars.prefab
KEEP_REFERENCED	25024	0.024	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Bush_01_Synty.fbx
KEEP_REFERENCED	24969	0.024	Assets/Settings/DefaultVolumeProfile.asset
KEEP_REFERENCED	24320	0.023	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Models/SM_POLYGON_Rock_02_Synty.fbx
KEEP_REFERENCED	23876	0.023	Assets/Procedural Worlds/Packages - Install/Asset Samples/Biomes/Gaia Pro Sample/Gaia Pro Sample-Grass.asset
KEEP_REFERENCED	23601	0.023	Assets/Naganeupseong/Resource/Textures/Prop/T_Wood_Burning_Stove02b_AO.png
KEEP_REFERENCED	22336	0.021	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_TilingOffset.shadersubgraph
KEEP_REFERENCED	20068	0.019	Assets/Naganeupseong/Resource/Textures/Stair/T_Stone_Steps01a_AO.png
KEEP_REFERENCED	19780	0.019	Assets/Meshs/Hwando_6.mesh
KEEP_REFERENCED	19009	0.018	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Presets/URP/Morning Preset Post Processing URP.asset
KEEP_REFERENCED	18594	0.018	Assets/Meshs/Hwando_5.mesh
KEEP_REFERENCED	18365	0.018	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Scripts/GRC_LightingPresets.cs
KEEP_REFERENCED	17013	0.016	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/Terrain Details/PW_Detail_WildGrass Sample.mat
KEEP_REFERENCED	16026	0.015	Assets/Procedural Worlds/Packages - Install/Unity HDRP Water/Scripts/GRC_UnityHDRPWater.cs
KEEP_REFERENCED	14940	0.014	Assets/Procedural Worlds/Packages - Install/Gaia/Editor Resources/Tree Collider Proxy.fbx
KEEP_REFERENCED	14903	0.014	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/PW_GeneralFuncs.cginc
KEEP_REFERENCED	14880	0.014	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Utils/ExportTerrainSettings.cs
KEEP_REFERENCED	14824	0.014	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Content Resources/Terrain Details/PW_Detail_Lawn Sample.mat
KEEP_REFERENCED	14200	0.014	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Prefabs/PW_Tree_Spruce_05.prefab
KEEP_REFERENCED	14064	0.013	Assets/Procedural Worlds/Packages - Install/Gaia/Shaders/PW General/SubGraphs/PW_CoverUVNode.shadersubgraph
KEEP_REFERENCED	13989	0.013	Assets/Naganeupseong/Resource/Textures/Door/T_Door02i_R.png
KEEP_REFERENCED	13237	0.013	Assets/Procedural Worlds/Packages - Install/Asset Samples/Procedural Worlds/Prefabs/PW_Stone_01.prefab
KEEP_REFERENCED	13169	0.013	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Runtime System/GRC_Utilities.cs
KEEP_REFERENCED	13117	0.013	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Spawning System/SpawnerSettings.cs
KEEP_REFERENCED	11466	0.011	Assets/Naganeupseong/Resource/Textures/Door/T_Door02i_MT.png
KEEP_REFERENCED	11162	0.011	Assets/Procedural Worlds/Packages - Install/Gaia/Scripts/Core/Scene Management/GaiaSceneCullingProfile.cs
KEEP_REFERENCED	10931	0.010	Assets/Procedural Worlds/Packages - Install/Asset Samples - Synty Studios/Materials/POLYGON_Texture_02.png
