Category	Bytes	MiB	AssetPath
REVIEW_UNREFERENCED_LARGE	13746273	13.109	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Gong_D/T_K_Kirim_Dae_Gong_D_BC.png
REVIEW_UNREFERENCED_LARGE	13588592	12.959	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Skyboxes/GaiaSampleDay.hdr
REVIEW_UNREFERENCED_LARGE	13501760	12.876	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Textures/FogNoise.psd
REVIEW_UNREFERENCED_LARGE	13501760	12.876	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Textures/GustNoise.psd
REVIEW_UNREFERENCED_LARGE	13160114	12.550	Assets/TemplesKor/Textures/T_Sun_Pal_Roof_A/T_Sun_Pal_Roof_A_AO.png
REVIEW_UNREFERENCED_LARGE	13005826	12.403	Assets/TemplesKor/Textures/T_Sun_Toilet_Floor_AO.png
REVIEW_UNREFERENCED_LARGE	12817981	12.224	Assets/TemplesKor/Textures/T_Sun_Pal_Bang/T_Sun_Pal_Bang_AO.png
REVIEW_UNREFERENCED_LARGE	12813363	12.220	Assets/TemplesKor/Textures/T_Song_Jong_Roof_BC.png
REVIEW_UNREFERENCED_LARGE	12806081	12.213	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Skyboxes/GaiaSampleNight.hdr
REVIEW_UNREFERENCED_LARGE	12704542	12.116	Assets/Procedural Worlds/Gaia Quick Start.pdf
REVIEW_UNREFERENCED_LARGE	12408374	11.834	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Kidan/T_K_Kirim_Dae_Kidan_S.png
REVIEW_UNREFERENCED_LARGE	12386579	11.813	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Skyboxes/GaiaSampleMorningAndEvening.hdr
REVIEW_UNREFERENCED_LARGE	12131392	11.569	Assets/TemplesKor/Textures/T_Song_Jong_Kidan_S.png
REVIEW_UNREFERENCED_LARGE	12072555	11.513	Assets/TemplesKor/Textures/T_Song_Jong_Floor_BC.png
REVIEW_UNREFERENCED_LARGE	12006593	11.450	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Textures/LensDirt02.png
REVIEW_UNREFERENCED_LARGE	11915023	11.363	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Mesh/WaterWaveMesh.mesh
REVIEW_UNREFERENCED_LARGE	11871508	11.322	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Kidan/T_K_Kirim_Dae_Kidan_N.png
REVIEW_UNREFERENCED_LARGE	11805575	11.259	Assets/Procedural Worlds/Packages - Install/Stamps/Islands/4k Island 4.exr
REVIEW_UNREFERENCED_LARGE	11733160	11.190	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Roof_B/T_K_Kirim_Dae_Roof_B_S.png
REVIEW_UNREFERENCED_LARGE	11636830	11.098	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Roof_B/T_K_Kirim_Dae_Roof_B_N.png
REVIEW_UNREFERENCED_LARGE	11592149	11.055	Assets/TemplesKor/Textures/T_Sun_Dae_Jang_S.png
REVIEW_UNREFERENCED_LARGE	11480456	10.949	Assets/Procedural Worlds/Packages - Install/Stamps/Mesas/4k Mesa 1.exr
REVIEW_UNREFERENCED_LARGE	11468339	10.937	Assets/Procedural Worlds/Packages - Install/Stamps/Mountains/4k Mountain 4.exr
REVIEW_UNREFERENCED_LARGE	11272510	10.750	Assets/Procedural Worlds/Packages - Install/Stamps/Mesas/4k Mesa 2.exr
REVIEW_UNREFERENCED_LARGE	11213787	10.694	Assets/TemplesKor/Textures/T_SC_Seonamsa_Sajeokbi_S.png
REVIEW_UNREFERENCED_LARGE	11133358	10.618	Assets/TemplesKor/Textures/T_Sun_Dae_Roof_S.png
REVIEW_UNREFERENCED_LARGE	11126140	10.611	Assets/Naganeupseong/Resource/Textures/Ox_Mill01a/T_Ox_Mill01a_R.png
REVIEW_UNREFERENCED_LARGE	11079718	10.566	Assets/TemplesKor/Textures/T_Sun_Won_Roof_S.png
REVIEW_UNREFERENCED_LARGE	11041063	10.530	Assets/Procedural Worlds/Packages - Install/Stamps/Mountains/4k Mountain 5.exr
REVIEW_UNREFERENCED_LARGE	11032673	10.522	Assets/TemplesKor/Textures/T_Sun_Toilet_Floor_BC.png
REVIEW_UNREFERENCED_LARGE	10996672	10.487	Assets/TemplesKor/Textures/T_SC_Seonamsa_Sajeokbi_N.png
REVIEW_UNREFERENCED_LARGE	10969509	10.461	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Skyboxes/GaiaSampleEveningTinted.hdr
REVIEW_UNREFERENCED_LARGE	10947412	10.440	Assets/TemplesKor/Textures/T_Sun_Kak_Gang_S.png
REVIEW_UNREFERENCED_LARGE	10864679	10.361	Assets/Procedural Worlds/Packages - Install/Stamps/Mountains/4k Mountain 2.exr
REVIEW_UNREFERENCED_LARGE	10694060	10.199	Assets/TemplesKor/Textures/T_Sun_Gate_Dori_A/T_Sun_Gate_Dori_A_N.png
REVIEW_UNREFERENCED_LARGE	10694060	10.199	Assets/TemplesKor/Textures/T_Sun_Gate_Dori_B/T_Sun_Gate_Dori_B_N.png
REVIEW_UNREFERENCED_LARGE	10686602	10.192	Assets/Procedural Worlds/Packages - Install/Stamps/Mountains/4k Mountain 1.exr
REVIEW_UNREFERENCED_LARGE	10637112	10.144	Assets/TemplesKor/Textures/T_Sun_Gate_Pillar/T_Sun_Gate_Pillar_BC.png
REVIEW_UNREFERENCED_LARGE	10613715	10.122	Assets/TemplesKor/Textures/T_Sun_Gate_Dori_B/T_Sun_Gate_Dori_B_S.png
REVIEW_UNREFERENCED_LARGE	10613715	10.122	Assets/TemplesKor/Textures/T_Sun_Gate_Dori_A/T_Sun_Gate_Dori_A_S.png
REVIEW_UNREFERENCED_LARGE	10513551	10.027	Assets/TemplesKor/Textures/T_Sun_Pal_Kidan/T_Sun_Pal_Kidan_S.png
REVIEW_UNREFERENCED_LARGE	10443000	9.959	Assets/TemplesKor/Textures/T_Sun_Dae_Roof_N.png
REVIEW_UNREFERENCED_LARGE	10390646	9.909	Assets/Procedural Worlds/Packages - Install/Gaia Water/Content Resources/Textures/Foam Textures/PW_ShoreFoamWithMask.psd
REVIEW_UNREFERENCED_LARGE	10368162	9.888	Assets/TemplesKor/Textures/T_Sun_Won_Roof_N.png
REVIEW_UNREFERENCED_LARGE	10304672	9.827	Assets/TemplesKor/Textures/T_Sun_Dae_Jang_N.png
REVIEW_UNREFERENCED_LARGE	10254134	9.779	Assets/TemplesKor/Textures/T_SC_Seonamsa_MaAeyeoraeipsang_S.png
REVIEW_UNREFERENCED_LARGE	10191617	9.719	Assets/TemplesKor/Textures/T_SC_Seonamsa_MaAeyeoraeipsang_N.png
REVIEW_UNREFERENCED_LARGE	10189829	9.718	Assets/Procedural Worlds/Packages - Install/Stamps/Mountains/4k Mountain 3.exr
REVIEW_UNREFERENCED_LARGE	10172155	9.701	Assets/TemplesKor/Textures/T_Sun_Kak_Gang_N.png
REVIEW_UNREFERENCED_LARGE	10106622	9.638	Assets/Procedural Worlds/Packages - Install/Stamps/Mesas/4k Mesa 4.exr
REVIEW_UNREFERENCED_LARGE	10072579	9.606	Assets/TemplesKor/Textures/T_Ssang_Dae_Roof_S.png
REVIEW_UNREFERENCED_LARGE	10049655	9.584	Assets/TemplesKor/Textures/T_Sun_Pal_Kidan/T_Sun_Pal_Kidan_N.png
REVIEW_UNREFERENCED_LARGE	10006315	9.543	Assets/TemplesKor/Textures/T_SC_Seonamsa_East_Stupa_S.png
REVIEW_UNREFERENCED_LARGE	9890084	9.432	Assets/Procedural Worlds/Packages - Install/Stamps/Hills/4k Hills 3.exr
REVIEW_UNREFERENCED_LARGE	9870762	9.413	Assets/TemplesKor/Textures/T_Sun_Pal_Roof_B/T_Sun_Pal_Roof_B_N.png
REVIEW_UNREFERENCED_LARGE	9869025	9.412	Assets/TemplesKor/Textures/T_SC_Seonamsa_North_Stupa_S.png
REVIEW_UNREFERENCED_LARGE	9820399	9.365	Assets/TemplesKor/Textures/T_SC_Seonamsa_Jungsubi_N.png
REVIEW_UNREFERENCED_LARGE	9818584	9.364	Assets/TemplesKor/Textures/T_Song_Jong_Kidan_N.png
REVIEW_UNREFERENCED_LARGE	9738705	9.288	Assets/TemplesKor/Textures/T_SC_Seonamsa_Jungsubi_S.png
REVIEW_UNREFERENCED_LARGE	9738032	9.287	Assets/TemplesKor/Textures/T_Sun_Dae_Kidan_S.png
REVIEW_UNREFERENCED_LARGE	9604063	9.159	Assets/Procedural Worlds/Packages - Install/Stamps/Islands/4k Island 5.exr
REVIEW_UNREFERENCED_LARGE	9595666	9.151	Assets/TemplesKor/Textures/T_Sun_Pal_Roof_B/T_Sun_Pal_Roof_B_S.png
REVIEW_UNREFERENCED_LARGE	9568548	9.125	Assets/TemplesKor/Textures/T_Ssang_Dae_Kidan_S.png
REVIEW_UNREFERENCED_LARGE	9544042	9.102	Assets/TemplesKor/Textures/T_SC_West_Three_Stone_Pagoda_S.png
REVIEW_UNREFERENCED_LARGE	9451087	9.013	Assets/TemplesKor/Textures/T_SC_Seonamsa_East_Stupa_N.png
REVIEW_UNREFERENCED_LARGE	9446560	9.009	Assets/TemplesKor/Textures/T_SC_Seonamsa_Daegagam_Stupa_N.png
REVIEW_UNREFERENCED_LARGE	9445053	9.008	Assets/TemplesKor/Textures/T_Sun_Bul_Roof_S.png
REVIEW_UNREFERENCED_LARGE	9406688	8.971	Assets/TemplesKor/Textures/T_SC_Seonamsa_Daegagam_Stupa_S.png
REVIEW_UNREFERENCED_LARGE	9396094	8.961	Assets/TemplesKor/Textures/T_SC_Seonamsa_North_Stupa_N.png
REVIEW_UNREFERENCED_LARGE	9359234	8.926	Assets/TemplesKor/Textures/T_SC_West_Three_Stone_Pagoda_N.png
REVIEW_UNREFERENCED_LARGE	9338081	8.905	Assets/Procedural Worlds/Packages - Install/Stamps/Hills/4K Hills 4.exr
REVIEW_UNREFERENCED_LARGE	9281342	8.851	Assets/Procedural Worlds/Packages - Install/Stamps/Hills/4K Hills 5.exr
REVIEW_UNREFERENCED_LARGE	9131162	8.708	Assets/TemplesKor/Textures/T_SC_East_Three_Stone_Pagoda_N.png
REVIEW_UNREFERENCED_LARGE	9104236	8.682	Assets/TemplesKor/Textures/T_SC_East_Three_Stone_Pagoda_S.png
REVIEW_UNREFERENCED_LARGE	8977230	8.561	Assets/TemplesKor/Textures/T_Ssang_Dae_Roof_N.png
REVIEW_UNREFERENCED_LARGE	8975138	8.559	Assets/TemplesKor/Textures/T_Geumsan_Mi_Bang_AO.png
REVIEW_UNREFERENCED_LARGE	8868875	8.458	Assets/Procedural Worlds/Packages - Install/Stamps/Rivers/4k River 1.exr
REVIEW_UNREFERENCED_LARGE	8844972	8.435	Assets/TemplesKor/Textures/T_Ssang_Dae_Kidan_N.png
REVIEW_UNREFERENCED_LARGE	8826228	8.417	Assets/Naganeupseong/Resource/Textures/Watermill/T_Watermill_01_N.png
REVIEW_UNREFERENCED_LARGE	8776856	8.370	Assets/Procedural Worlds/Packages - Install/Stamps/Islands/4k Island 1.exr
REVIEW_UNREFERENCED_LARGE	8675953	8.274	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Gong_D/T_K_Kirim_Dae_Gong_D_N.png
REVIEW_UNREFERENCED_LARGE	8609233	8.210	Assets/TemplesKor/Textures/T_Ssang_Dae_Jang_S.png
REVIEW_UNREFERENCED_LARGE	8579169	8.182	Assets/TemplesKor/Textures/T_Sun_Bul_Roof_N.png
REVIEW_UNREFERENCED_LARGE	8558298	8.162	Assets/Naganeupseong/Resource/Textures/Prop/T_Fire_Pot01a_N.png
REVIEW_UNREFERENCED_LARGE	8473609	8.081	Assets/TemplesKor/Textures/T_SC_Seonamsa_Samindang_S.png
REVIEW_UNREFERENCED_LARGE	8353366	7.966	Assets/TemplesKor/Textures/T_Sun_Dae_Kidan_N.png
REVIEW_UNREFERENCED_LARGE	8158984	7.781	Assets/TemplesKor/Textures/T_SC_Seonamsa_Samindang_N.png
REVIEW_UNREFERENCED_LARGE	8035783	7.664	Assets/TemplesKor/Textures/T_Geumsan_Mi_Kidan_S.png
REVIEW_UNREFERENCED_LARGE	7896304	7.531	Assets/Procedural Worlds/Packages - Install/Stamps/Islands/4k Island 2.exr
REVIEW_UNREFERENCED_LARGE	7878543	7.514	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Gongpo/T_K_Kirim_Dae_Gongpo_BC.png
REVIEW_UNREFERENCED_LARGE	7770338	7.410	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_H/T_K_Kirim_Dae_Wall_H_BC.png
REVIEW_UNREFERENCED_LARGE	7742566	7.384	Assets/TemplesKor/Textures/T_Sun_Bul_gong_S.png
REVIEW_UNREFERENCED_LARGE	7697107	7.341	Assets/TemplesKor/Textures/T_Sun_Kak_Dori_A_BC.png
REVIEW_UNREFERENCED_LARGE	7697101	7.341	Assets/TemplesKor/Textures/T_Sun_Kak_Dori_B_BC.png
REVIEW_UNREFERENCED_LARGE	7670633	7.315	Assets/TemplesKor/Textures/T_Sun_Gate_Roof_A/T_Sun_Gate_Roof_A_S.png
REVIEW_UNREFERENCED_LARGE	7644724	7.291	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Gong_D/T_K_Kirim_Dae_Gong_D_S.png
REVIEW_UNREFERENCED_LARGE	7644321	7.290	Assets/TemplesKor/Textures/T_Ssang_Dae_Jang_N.png
REVIEW_UNREFERENCED_LARGE	7624250	7.271	Assets/TemplesKor/Textures/T_Sun_Dae_Bang_B_BC.png
REVIEW_UNREFERENCED_LARGE	7624250	7.271	Assets/TemplesKor/Textures/T_Sun_Dae_Bang_A_BC.png
REVIEW_UNREFERENCED_LARGE	7606201	7.254	Assets/Naganeupseong/Scene/Resource/Terrain/T_Ground02b_N.png
REVIEW_UNREFERENCED_LARGE	7600565	7.248	Assets/Procedural Worlds/Packages - Install/Stamps/Mesas/4k Mesa 3.exr
REVIEW_UNREFERENCED_LARGE	7588354	7.237	Assets/TemplesKor/Textures/T_Sun_Toilet_Wall_J_BC.png
REVIEW_UNREFERENCED_LARGE	7563323	7.213	Assets/TemplesKor/Textures/T_Sun_Gate_Roof_B/T_Sun_Gate_Roof_B_N.png
REVIEW_UNREFERENCED_LARGE	7517666	7.169	Assets/TemplesKor/Textures/T_Sun_Gate_Roof_B/T_Sun_Gate_Roof_B_S.png
REVIEW_UNREFERENCED_LARGE	7471024	7.125	Assets/TemplesKor/Textures/T_Sun_Gate_Gongpo_A_B/T_Sun_Gate_Gongpo_A_B_BC.png
REVIEW_UNREFERENCED_LARGE	7422129	7.078	Assets/TemplesKor/Textures/T_Sun_Gate_Roof_A/T_Sun_Gate_Roof_A_N.png
REVIEW_UNREFERENCED_LARGE	7352609	7.012	Assets/TemplesKor/Textures/T_Sun_Bul_gong_N.png
REVIEW_UNREFERENCED_LARGE	7299621	6.961	Assets/Naganeupseong/Resource/Textures/Door/T_Door01k_N.png
REVIEW_UNREFERENCED_LARGE	7210512	6.876	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_C/T_K_Kirim_Dae_Wall_C_BC.png
REVIEW_UNREFERENCED_LARGE	7161579	6.830	Assets/TemplesKor/Textures/T_Sun_Kak_Kidan_BC.png
REVIEW_UNREFERENCED_LARGE	7083405	6.755	Assets/Naganeupseong/Resource/Textures/Prop/T_A_frame_Carrier01b_N.png
REVIEW_UNREFERENCED_LARGE	7048850	6.722	Assets/TemplesKor/Textures/T_Sun_Toilet_Kidan_A_N.png
REVIEW_UNREFERENCED_LARGE	7024967	6.700	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Dori/T_K_Kirim_Dae_Dori_N.png
REVIEW_UNREFERENCED_LARGE	6995638	6.672	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_F/T_K_Kirim_Dae_Wall_F_BC.png
REVIEW_UNREFERENCED_LARGE	6985718	6.662	Assets/TemplesKor/Textures/T_Geumsan_Mi_Kidan_N.png
REVIEW_UNREFERENCED_LARGE	6968619	6.646	Assets/Naganeupseong/Resource/Textures/Prop/T_Cart01a_01_N.png
REVIEW_UNREFERENCED_LARGE	6935547	6.614	Assets/Naganeupseong/Resource/Textures/Door/T_Door01k_BC.png
REVIEW_UNREFERENCED_LARGE	6935335	6.614	Assets/TemplesKor/Textures/T_Song_Jong_Roof_N.png
REVIEW_UNREFERENCED_LARGE	6871544	6.553	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_D/T_K_Kirim_Dae_Wall_D_BC.png
REVIEW_UNREFERENCED_LARGE	6820552	6.505	Assets/Procedural Worlds/Packages - Install/Stamps/Rivers/4k River 2.exr
REVIEW_UNREFERENCED_LARGE	6785110	6.471	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Dori/T_K_Kirim_Dae_Dori_S.png
REVIEW_UNREFERENCED_LARGE	6690933	6.381	Assets/TemplesKor/Textures/T_Sun_toilet_Roof_S.png
REVIEW_UNREFERENCED_LARGE	6592706	6.287	Assets/Naganeupseong/Resource/Textures/Prop/T_Cart01a_02_N.png
REVIEW_UNREFERENCED_LARGE	6563888	6.260	Assets/TemplesKor/Textures/T_Sun_Toilet_Kidan_B_N.png
REVIEW_UNREFERENCED_LARGE	6530818	6.228	Assets/Procedural Worlds/Packages - Install/Stamps/Rivers/4k River 4.exr
REVIEW_UNREFERENCED_LARGE	6513158	6.211	Assets/TemplesKor/Textures/T_Sun_Toilet_Kidan_A_S.png
REVIEW_UNREFERENCED_LARGE	6512364	6.211	Assets/Procedural Worlds/Packages - Install/Stamps/Plains/4k Plains 5.exr
REVIEW_UNREFERENCED_LARGE	6401573	6.105	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Roof_A/T_K_Kirim_Dae_Roof_A_S.png
REVIEW_UNREFERENCED_LARGE	6391549	6.095	Assets/Procedural Worlds/Packages - Install/Stamps/Mesas/4k Mesa 5.exr
REVIEW_UNREFERENCED_LARGE	6339842	6.046	Assets/Procedural Worlds/Packages - Install/Stamps/Rivers/4k River 3.exr
REVIEW_UNREFERENCED_LARGE	6332137	6.039	Assets/TemplesKor/Textures/T_Sun_toilet_Roof_N.png
REVIEW_UNREFERENCED_LARGE	6307595	6.015	Assets/Procedural Worlds/Packages - Install/Stamps/Plains/4k Plains 4.exr
REVIEW_UNREFERENCED_LARGE	6296710	6.005	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_B/T_K_Kirim_Dae_Wall_B_BC.png
REVIEW_UNREFERENCED_LARGE	6295447	6.004	Assets/TemplesKor/Textures/T_Song_Jong_Roof_S.png
REVIEW_UNREFERENCED_LARGE	6223211	5.935	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_G/T_K_Kirim_Dae_Wall_G_BC.png
REVIEW_UNREFERENCED_LARGE	6179350	5.893	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_E/T_K_Kirim_Dae_Wall_E_BC.png
REVIEW_UNREFERENCED_LARGE	6157393	5.872	Assets/Procedural Worlds/Packages - Install/Stamps/Plains/4k Plains 2.exr
REVIEW_UNREFERENCED_LARGE	6150115	5.865	Assets/TemplesKor/Textures/T_Geumsan_Mi_Roof_S.png
REVIEW_UNREFERENCED_LARGE	6140506	5.856	Assets/Naganeupseong/Resource/Textures/Watermill/T_Watermill_02_BC.png
REVIEW_UNREFERENCED_LARGE	6111554	5.828	Assets/TemplesKor/Textures/T_Geumsan_Mi_Dori_S.png
REVIEW_UNREFERENCED_LARGE	6095910	5.814	Assets/TemplesKor/Textures/T_Geumsan_Mi_Roof_N.png
REVIEW_UNREFERENCED_LARGE	6057697	5.777	Assets/TemplesKor/Textures/T_Song_Jong_Floor_S.png
REVIEW_UNREFERENCED_LARGE	6041443	5.762	Assets/Procedural Worlds/Packages - Install/Stamps/Plains/4k Plains 1.exr
REVIEW_UNREFERENCED_LARGE	6024892	5.746	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Roof_A/T_K_Kirim_Dae_Roof_A_N.png
REVIEW_UNREFERENCED_LARGE	5984871	5.708	Assets/TemplesKor/Textures/T_Sun_Bul_Kidan_BC.png
REVIEW_UNREFERENCED_LARGE	5937493	5.662	Assets/Naganeupseong/Resource/Textures/Watermill/T_Watermill_02_N.png
REVIEW_UNREFERENCED_LARGE	5925926	5.651	Assets/TemplesKor/Textures/T_Song_Jong_Floor_N.png
REVIEW_UNREFERENCED_LARGE	5896006	5.623	Assets/Procedural Worlds/Packages - Install/Stamps/Valleys/4k Valley 1.exr
REVIEW_UNREFERENCED_LARGE	5862432	5.591	Assets/Naganeupseong/Resource/Textures/Prop/T_Fire_Pot01a_BC.png
REVIEW_UNREFERENCED_LARGE	5860370	5.589	Assets/Procedural Worlds/Packages - Install/Stamps/Hills/4k Hills 2.exr
REVIEW_UNREFERENCED_LARGE	5859814	5.588	Assets/Naganeupseong/Resource/Textures/Watermill/T_Watermill_01_BC.png
REVIEW_UNREFERENCED_LARGE	5765857	5.499	Assets/TemplesKor/Textures/T_Sun_Pal_Bang/T_Sun_Pal_Bang_N.png
REVIEW_UNREFERENCED_LARGE	5695219	5.431	Assets/TemplesKor/Textures/T_Geumsan_Mi_Dori_N.png
REVIEW_UNREFERENCED_LARGE	5640993	5.380	Assets/Naganeupseong/Resource/Textures/Prop/T_A_frame_Carrier01b_BC.png
REVIEW_UNREFERENCED_LARGE	5596218	5.337	Assets/Procedural Worlds/Packages - Install/Stamps/Plains/4k Plains 3.exr
REVIEW_UNREFERENCED_LARGE	5580351	5.322	Assets/Naganeupseong/Scene/Resource/Terrain/T_Ground02b_BC.png
REVIEW_UNREFERENCED_LARGE	5553891	5.297	Assets/TemplesKor/Textures/T_SC_Seonamsa_Seungseongyo_S.png
REVIEW_UNREFERENCED_LARGE	5546056	5.289	Assets/TemplesKor/Textures/T_Sun_Pal_Bang/T_Sun_Pal_Bang_S.png
REVIEW_UNREFERENCED_LARGE	5518224	5.263	Assets/TemplesKor/Textures/T_Sun_Toilet_Wall_K_BC.png
REVIEW_UNREFERENCED_LARGE	5491636	5.237	Assets/Naganeupseong/Resource/Textures/Prop/T_Cart01a_02_BC.png
REVIEW_UNREFERENCED_LARGE	5458428	5.206	Assets/Naganeupseong/Resource/Textures/Prop/T_Pantry_Chest_01_BC.png
REVIEW_UNREFERENCED_LARGE	5451166	5.199	Assets/Procedural Worlds/Packages - Install/Stamps/Valleys/4k Valley 4.exr
REVIEW_UNREFERENCED_LARGE	5392133	5.142	Assets/Naganeupseong/Resource/Textures/Prop/T_Cart01a_01_BC.png
REVIEW_UNREFERENCED_LARGE	5341169	5.094	Assets/TemplesKor/Textures/T_Ssang_Dae_Wall_E_BC.png
REVIEW_UNREFERENCED_LARGE	5314655	5.068	Assets/Procedural Worlds/Packages - Install/Stamps/Valleys/4k Valley 5.exr
REVIEW_UNREFERENCED_LARGE	5247060	5.004	Assets/TemplesKor/Textures/T_Sun_Dae_Wall_A_BC.png
REVIEW_UNREFERENCED_LARGE	5230691	4.988	Assets/TemplesKor/Textures/T_WJ_Songgwangsa_Bell_Tower_Bell_S.png
REVIEW_UNREFERENCED_LARGE	5230447	4.988	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Textures/LensDirt03.png
REVIEW_UNREFERENCED_LARGE	5224003	4.982	Assets/Procedural Worlds/Packages - Install/Stamps/Valleys/4k Valley 2.exr
REVIEW_UNREFERENCED_LARGE	5223646	4.982	Assets/Procedural Worlds/Packages - Install/Stamps/Rivers/4k River 5.exr
REVIEW_UNREFERENCED_LARGE	5197040	4.956	Assets/Procedural Worlds/Packages - Install/Stamps/Valleys/4k Valley 3.exr
REVIEW_UNREFERENCED_LARGE	5188418	4.948	Assets/TemplesKor/Textures/T_SC_Seonamsa_Seungseongyo_N.png
REVIEW_UNREFERENCED_LARGE	5168028	4.929	Assets/TemplesKor/Textures/T_Sun_Toilet_Kidan_B_S.png
REVIEW_UNREFERENCED_LARGE	5113677	4.877	Assets/TemplesKor/Textures/T_Sun_Kak_Wall_C_BC.png
REVIEW_UNREFERENCED_LARGE	5034178	4.801	Assets/TemplesKor/Textures/T_Ssang_Dae_Wall_C_BC.png
REVIEW_UNREFERENCED_LARGE	5030733	4.798	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Textures/LensDirt00.png
REVIEW_UNREFERENCED_LARGE	4965294	4.735	Assets/TemplesKor/Textures/T_Sun_Toilet_Wall_A_BC.png
REVIEW_UNREFERENCED_LARGE	4944904	4.716	Assets/Procedural Worlds/Packages - Install/Stamps/Hills/4k Hills 1.exr
REVIEW_UNREFERENCED_LARGE	4933967	4.705	Assets/TemplesKor/Textures/T_Ssang_Dae_Wall_D_BC.png
REVIEW_UNREFERENCED_LARGE	4900163	4.673	Assets/TemplesKor/Textures/T_Ssang_Dae_Wall_B_BC.png
REVIEW_UNREFERENCED_LARGE	4890150	4.664	Assets/TemplesKor/Textures/T_Sun_Kak_Wall_B_BC.png
REVIEW_UNREFERENCED_LARGE	4859588	4.634	Assets/TemplesKor/Textures/T_Sun_Toilet_Wall_I_BC.png
REVIEW_UNREFERENCED_LARGE	4848893	4.624	Assets/TemplesKor/Textures/T_Sun_Kak_Wall_D_BC.png
REVIEW_UNREFERENCED_LARGE	4839198	4.615	Assets/TemplesKor/Textures/T_Geumsan_Mi_Wall_A_BC.png
REVIEW_UNREFERENCED_LARGE	4791908	4.570	Assets/TemplesKor/Textures/T_Sun_Kak_Wall_A_BC.png
REVIEW_UNREFERENCED_LARGE	4721609	4.503	Assets/Procedural Worlds/Packages - Install/Sky & Lighting Presets/Skyboxes/TerminalSky_T_HDRI.exr
REVIEW_UNREFERENCED_LARGE	4686819	4.470	Assets/TemplesKor/Textures/T_Sun_Dae_Wall_E_BC.png
REVIEW_UNREFERENCED_LARGE	4672618	4.456	Assets/TemplesKor/Textures/T_Sun_Dae_Wall_C_BC.png
REVIEW_UNREFERENCED_LARGE	4627086	4.413	Assets/TemplesKor/Textures/T_Sun_Toilet_Wall_F_BC.png
REVIEW_UNREFERENCED_LARGE	4490685	4.283	Assets/Naganeupseong/Resource/Textures/Prop/T_Grain_Rake01b_N.png
REVIEW_UNREFERENCED_LARGE	4454083	4.248	Assets/TemplesKor/Textures/T_Geumsan_Mi_Wall_D_BC.png
REVIEW_UNREFERENCED_LARGE	4444818	4.239	Assets/TemplesKor/Textures/T_Sun_Toilet_Floor_N.png
REVIEW_UNREFERENCED_LARGE	4442288	4.236	Assets/TemplesKor/Textures/T_WJ_Songgwangsa_Bell_Tower_Hyeonpan_S.png
REVIEW_UNREFERENCED_LARGE	4417535	4.213	Assets/TemplesKor/Textures/T_WJ_Songgwangsa_Bell_Tower_Bell_N.png
REVIEW_UNREFERENCED_LARGE	4413021	4.209	Assets/TemplesKor/Textures/T_Sun_Won_Wall_C_BC.png
REVIEW_UNREFERENCED_LARGE	4377301	4.175	Assets/TemplesKor/Textures/T_K_Kirim_Dae_Wall_A/T_K_Kirim_Dae_Wall_A_BC.png
REVIEW_UNREFERENCED_LARGE	4316695	4.117	Assets/TemplesKor/Textures/T_Sun_Bul_Wall_D_BC.png
REVIEW_UNREFERENCED_LARGE	4276701	4.079	Assets/TemplesKor/Textures/T_Sun_Kak_Dori_B_AO.png
REVIEW_UNREFERENCED_LARGE	4276701	4.079	Assets/TemplesKor/Textures/T_Sun_Kak_Dori_A_AO.png
REVIEW_UNREFERENCED_LARGE	4265318	4.068	Assets/TemplesKor/Textures/T_Sun_Dae_Wall_A_AO.png
REVIEW_UNREFERENCED_LARGE	4252640	4.056	Assets/TemplesKor/Meshes/SM_SC_Seonamsa_Sajeokbi.fbx
